I0,I1,I2,I3,I4,I5,I6,I7,I8,I9,I10,I11,I12,I13,I14,Angle
501,587,586,616,737,841,647,503,673,504,430,758,430,585,435,6
501,587,585,617,738,841,648,505,674,505,432,759,431,586,436,6
503,588,587,617,739,841,649,505,675,505,433,759,432,586,436,6
503,590,588,618,738,841,649,506,675,506,433,754,431,586,435,6
503,590,588,618,739,841,649,507,675,506,433,758,432,587,436,6
502,590,588,617,739,841,649,504,672,503,430,738,429,586,433,6
500,589,585,616,737,840,647,503,669,501,428,727,426,585,432,6
492,579,555,595,731,849,630,464,651,463,425,740,423,568,430,6
460,560,559,593,728,848,629,462,648,461,425,740,423,568,430,6
459,557,556,592,729,847,629,461,644,460,425,740,423,567,430,6
458,558,556,591,727,847,628,461,644,461,425,740,423,568,430,6
458,558,554,590,726,846,627,460,641,459,425,740,423,566,430,6
457,557,555,590,727,846,628,460,641,460,425,740,423,566,430,6
457,557,555,590,727,846,629,461,642,460,425,740,423,582,427,6
495,582,580,611,731,836,645,497,659,499,426,739,425,582,429,6
496,582,581,611,736,837,647,501,662,501,428,741,427,584,431,6
496,582,579,611,734,837,647,501,663,501,428,739,428,584,432,6
497,583,578,611,735,839,646,500,664,501,428,747,427,583,431,6
497,583,580,610,733,839,647,500,667,501,430,771,430,585,433,6
498,584,583,612,734,839,648,502,668,501,429,748,428,585,433,6
499,580,578,612,737,839,648,502,668,503,431,753,430,585,433,6
500,588,586,614,738,839,649,505,669,504,432,761,431,587,435,6
502,589,588,615,737,838,649,505,669,506,433,771,432,587,436,6
502,589,587,615,738,838,650,505,669,505,433,768,432,586,436,6
502,588,587,615,738,838,650,505,670,505,433,768,432,587,436,6
502,589,587,615,738,839,649,506,671,505,433,769,432,587,435,6
501,586,583,613,733,839,648,503,667,502,430,755,428,585,431,6
498,584,582,613,736,839,648,502,666,501,429,745,428,586,433,6
501,586,584,613,737,839,648,504,668,504,431,763,430,586,434,6
500,585,583,614,734,838,648,503,668,502,429,748,429,586,433,6
500,587,585,614,738,838,648,503,669,504,431,757,431,587,435,6
502,588,585,615,738,839,649,504,670,504,432,762,431,587,435,6
502,588,585,615,739,839,649,505,671,504,432,756,430,587,434,6
501,586,584,615,739,840,648,503,671,503,430,746,429,586,433,6
500,584,584,614,738,840,648,503,672,503,430,740,428,587,432,6
463,562,560,595,736,851,632,467,658,466,425,740,423,572,430,6
464,562,561,595,736,852,632,466,659,466,425,740,423,572,430,6
463,563,561,595,733,853,631,465,658,465,425,740,423,572,430,6
462,562,559,594,734,852,631,465,658,465,425,740,423,573,430,6
462,560,559,594,731,853,631,465,658,465,425,740,423,572,430,6
463,562,561,595,734,852,630,465,659,464,425,740,423,573,430,6
463,563,561,595,734,853,632,467,660,466,425,740,423,574,430,6
464,564,562,595,734,853,632,467,660,467,425,740,423,574,430,6
464,564,563,614,738,840,648,504,673,503,429,737,429,589,433,6
501,589,587,615,738,840,648,503,673,504,430,738,429,588,433,6
500,588,587,615,737,840,648,504,673,503,429,737,429,589,433,6
500,589,587,615,740,840,649,504,673,503,430,738,429,589,433,6
501,588,587,615,739,841,648,503,673,503,430,742,430,589,435,6
502,589,587,616,739,840,648,505,674,504,430,742,429,589,434,6
502,589,587,616,739,839,649,505,674,505,432,751,431,589,435,6
501,589,586,615,739,841,649,504,673,504,430,737,429,589,434,6
501,588,586,615,740,840,648,505,673,504,430,740,430,589,434,6
502,588,587,616,739,840,648,505,674,505,432,759,431,590,434,6
501,589,588,617,738,840,649,507,674,506,433,766,432,590,437,6
502,589,587,615,739,841,648,504,674,503,430,734,429,589,434,6
501,589,589,615,739,840,648,505,674,506,432,758,430,588,435,6
499,586,585,614,736,841,648,502,673,503,429,738,429,587,433,6
500,587,585,615,738,841,647,503,674,503,429,739,428,587,433,6
498,585,583,614,735,841,647,502,674,503,430,755,430,588,435,6
500,586,585,615,736,841,649,504,674,505,432,768,432,589,437,6
501,586,584,615,736,841,648,503,673,503,429,741,429,587,434,6
501,588,584,615,739,840,648,503,673,504,431,751,431,588,435,6
502,590,589,616,738,839,649,506,673,505,432,757,431,588,435,6
503,591,588,617,740,840,648,505,672,503,430,741,429,588,434,6
500,588,586,616,739,840,649,504,672,504,431,742,430,589,435,6
503,589,587,616,739,841,649,506,673,506,433,764,433,589,437,6
504,590,588,616,738,840,650,506,673,506,432,757,432,589,435,6
501,588,586,616,740,841,649,504,673,503,429,740,425,574,430,6
464,564,561,597,737,853,632,468,660,467,425,740,423,574,430,6
465,563,562,596,738,853,632,468,661,467,425,740,423,574,430,6
466,565,564,596,737,852,633,469,661,469,425,740,423,575,430,6
466,568,565,597,739,853,634,469,662,468,425,740,423,576,430,6
