I0,I1,I2,I3,I4,I5,I6,I7,I8,I9,I10,I11,I12,I13,I14,Angle
558,595,592,710,755,838,709,526,675,529,443,444,584,595,443,2
564,596,593,710,755,838,709,527,674,530,443,443,582,593,443,2
566,596,592,710,755,838,709,527,675,530,443,443,582,592,442,2
566,596,593,710,755,839,709,526,675,529,442,443,581,591,442,2
563,595,592,709,756,838,710,527,675,530,442,443,581,591,442,2
565,596,593,710,755,839,709,527,675,530,443,443,581,591,443,2
567,596,593,710,755,840,709,527,675,530,443,443,580,591,443,2
568,596,592,710,755,839,710,527,675,530,443,444,581,592,443,2
568,596,593,710,755,839,709,528,675,530,443,443,580,591,443,2
567,596,592,710,756,839,709,526,676,531,443,444,582,592,443,2
569,596,593,710,756,840,709,527,675,531,443,444,582,592,443,2
569,597,594,710,755,840,709,528,676,531,443,444,582,593,443,2
569,597,593,709,755,840,709,528,675,531,443,444,582,592,443,2
569,597,593,710,756,840,710,528,675,531,443,444,584,594,444,2
569,597,594,709,755,840,710,527,674,530,444,444,584,594,443,2
568,596,593,710,755,840,710,527,675,530,443,444,584,595,443,2
567,597,593,710,754,839,709,527,674,530,443,443,582,593,443,2
567,596,592,710,754,837,710,526,675,529,443,444,583,593,442,2
567,597,593,710,754,835,709,527,675,530,443,444,582,593,443,2
568,597,593,710,755,836,708,528,676,530,443,444,583,594,443,2
568,596,593,710,754,837,709,527,676,530,443,444,583,594,443,2
568,597,594,709,755,838,709,527,676,530,444,444,585,596,444,2
569,598,594,710,754,838,709,528,675,530,444,445,585,596,444,2
570,598,594,710,755,838,709,528,675,531,444,445,585,596,445,2
570,598,595,709,756,838,709,528,675,531,444,445,585,596,445,2
570,598,594,709,755,839,709,528,675,531,444,445,584,594,444,2
570,598,594,710,755,839,710,528,675,531,444,445,584,594,444,2
571,598,594,710,755,839,709,528,676,531,444,445,585,595,444,2
571,598,595,709,755,838,710,528,675,531,444,445,584,594,444,2
570,598,594,710,755,840,710,528,675,531,444,445,583,594,444,2
571,598,594,709,754,840,709,528,675,531,444,444,584,594,444,2
570,598,594,710,755,839,709,528,676,531,444,445,584,594,444,2
571,598,594,710,755,840,709,528,675,531,444,445,584,594,444,2
572,598,594,710,756,840,710,528,676,531,444,446,585,595,445,2
571,598,595,710,754,842,711,528,676,531,444,445,584,594,444,2
572,598,595,710,754,841,710,529,676,531,445,446,585,596,445,2
572,598,595,710,754,841,710,528,675,531,444,446,586,596,444,2
571,599,595,710,754,839,708,528,676,531,444,445,586,596,444,2
570,598,595,709,753,840,709,528,675,531,444,445,586,597,445,2
570,599,595,710,753,839,709,529,675,531,445,446,588,598,444,2
568,599,595,709,754,840,708,528,675,530,443,445,585,595,444,2
567,599,595,710,755,839,709,528,676,530,443,445,584,594,444,2
567,598,594,709,754,840,708,527,675,530,444,444,584,594,444,2
570,598,595,709,753,840,709,528,675,530,443,445,584,595,444,2
